#;Number;Year;Month;Date;Customer;Net amount;Tax;Total amount
3484;3484;2004;4;2004-04-13;AMZYTS RQNOVSDWAF;173,970;14,350;188,320
3485;3485;2004;4;2004-04-24;ZMDJNO MLLUXQMTSV;294,480;24,290;318,770
3486;3486;2004;4;2004-04-22;ECUWIJ WDWKYZOSXC;17,240;1,420;18,660
3487;3487;2004;4;2004-04-22;ZMBDBP JCTWCZSZET;214,370;17,690;232,060
3488;3488;2004;4;2004-04-16;DQDUWI VZFCJCNMVG;348,980;28,790;377,770
3489;3489;2004;4;2004-04-23;FTKGBP KMLXPPMDRN;68,280;5,630;73,910
3490;3490;2004;4;2004-04-14;PQIZVK QPIIQIWUWG;37,340;3,080;40,420
3491;3491;2004;4;2004-04-20;TDFUPM RKRYJVQGQY;323,310;26,670;349,980
3492;3492;2004;4;2004-04-28;CAMIIN RAITQZKZXM;395,170;32,600;427,770
3493;3493;2004;4;2004-04-03;KPIVXQ JGNILTZHTB;89,230;7,360;96,590
3494;3494;2004;4;2004-04-09;UYAJIU EIJQCFOGOS;226,930;18,720;245,650
3495;3495;2004;4;2004-04-30;WBJDXH HIFMDXWBCP;304,800;25,150;329,950
3496;3496;2004;4;2004-04-26;EOFTBT XWYCUWIRPT;114,280;9,430;123,710
3497;3497;2004;4;2004-04-08;BHSSUB VPXQZCVSAR;333,320;27,500;360,820
3498;3498;2004;4;2004-04-26;HRCRDX SBWEUZIXOI;170,560;14,070;184,630
3499;3499;2004;4;2004-04-06;JIDXLK JSCBIDJQER;389,930;32,170;422,100
3500;3500;2004;4;2004-04-07;YFIKAQ ALKAMELLCX;392,380;32,370;424,750
3501;3501;2004;4;2004-04-30;ZRFGMQ LSDPDNBWJJ;143,700;11,860;155,560
3502;3502;2004;4;2004-04-20;JDHYUX FQUTRDWYRZ;190,920;15,750;206,670
3503;3503;2004;4;2004-04-12;SKMXYP MIOBXQCOYY;230,330;19,000;249,330
3504;3504;2004;4;2004-04-21;TQEBQY VFOUYZPZJO;140,730;11,610;152,340
3505;3505;2004;4;2004-04-08;LHFYUD BJKWWJSQTM;357,240;29,470;386,710
3506;3506;2004;4;2004-04-13;QSOHCJ JCIFXVLNUI;271,850;22,430;294,280
3507;3507;2004;4;2004-04-03;FLUTKV KGGZAEHCYC;160,190;13,220;173,410
3508;3508;2004;4;2004-04-12;MPSWSR SMTKYNEXCP;290,800;23,990;314,790
3509;3509;2004;4;2004-04-10;FVTGRZ RBXNUIOZLA;63,490;5,240;68,730
3510;3510;2004;4;2004-04-11;PIAIQI NHMFZRYYJI;206,610;17,050;223,660
3511;3511;2004;4;2004-04-28;TRIBFD SBTYHKYPVT;71,080;5,860;76,940
3512;3512;2004;4;2004-04-13;KLRMGK KOXFVMGICN;61,150;5,040;66,190
3513;3513;2004;4;2004-04-14;FRZBUO PNLDKVBWRE;391,080;32,260;423,340
3514;3514;2004;4;2004-04-20;FBWMDO RXDDPUAWGO;188,960;15,590;204,550
3515;3515;2004;4;2004-04-12;IRRIJY SSUQLFVUBX;399,170;32,930;432,100
3516;3516;2004;4;2004-04-27;CMNERB IKSZYVPZCX;251,710;20,770;272,480
3517;3517;2004;4;2004-04-29;RSBBJC JMFVRGJHUZ;276,930;22,850;299,780
3518;3518;2004;4;2004-04-02;ODCMIP USPOSEEYVV;59,320;4,890;64,210
3519;3519;2004;4;2004-04-10;CBSREF DNRBJUYDNS;70,150;5,790;75,940
3520;3520;2004;4;2004-04-12;YJSJVC LAVUJTKBNN;145,190;11,980;157,170
3521;3521;2004;4;2004-04-18;GVEJUT SBZLTVMNNG;369,420;30,480;399,900
3522;3522;2004;4;2004-04-17;LGQYBA HGCMAEXOJG;136,340;11,250;147,590
3523;3523;2004;4;2004-04-25;EIWUHW WXEOGHEOYM;378,070;31,190;409,260
3524;3524;2004;4;2004-04-27;EEXGMF HKDUQZQGVM;92,310;7,620;99,930
3525;3525;2004;4;2004-04-05;HMZPKL UBDVHDCQUQ;204,120;16,840;220,960
3526;3526;2004;4;2004-04-23;HZMOSP ACDAOOOJZJ;301,600;24,880;326,480
3527;3527;2004;4;2004-04-07;XUFZYG OOXLAFJBIB;251,730;20,770;272,500
3528;3528;2004;4;2004-04-08;SWXMRX FZCDTIWYLW;57,360;4,730;62,090
3529;3529;2004;4;2004-04-11;CPEEUW DBCGNNWHVT;366,580;30,240;396,820
3530;3530;2004;4;2004-04-28;NMIAGE QXYCDRUCKD;12,300;1,010;13,310
3531;3531;2004;4;2004-04-11;GTZLBM YGNJVSFCUF;130,470;10,760;141,230
3532;3532;2004;4;2004-04-28;PLRGLT HLFYQWYGJY;26,320;2,170;28,490
3533;3533;2004;4;2004-04-24;GEVKDK QDATGKXHOC;323,910;26,720;350,630
3534;3534;2004;4;2004-04-21;YEUBDQ JKJQIDVTAT;186,800;15,410;202,210
3535;3535;2004;4;2004-04-05;YTIWXK LPZGVAHFQI;77,010;6,350;83,360
3536;3536;2004;4;2004-04-22;UENMKA SCSXLPJBWV;351,170;28,970;380,140
3537;3537;2004;4;2004-04-30;ZHRIMK JYUZYWWHIR;391,780;32,320;424,100
3538;3538;2004;4;2004-04-12;DEYDOO MUXCWPCDPB;244,100;20,140;264,240
3539;3539;2004;4;2004-04-24;WTWYNT PGKQXLVNIT;235,180;19,400;254,580
3540;3540;2004;4;2004-04-17;JVWMMZ METKMIVUOW;255,320;21,060;276,380
3541;3541;2004;4;2004-04-13;NXFELU EHXOBDCYIJ;184,570;15,230;199,800
3542;3542;2004;4;2004-04-05;YGHHIF ZRPQGJXFBL;94,250;7,780;102,030
3543;3543;2004;4;2004-04-13;GRUKSX GCCVSCLLWS;286,620;23,650;310,270
3544;3544;2004;4;2004-04-18;PZRBNS DIZJCKUOTQ;9,440;0,780;10,220
3545;3545;2004;4;2004-04-23;HSPPNQ LJUUQEIBOI;124,050;10,230;134,280
3546;3546;2004;4;2004-04-27;QYWWIE TYJWJPXYDL;257,540;21,250;278,790
3547;3547;2004;4;2004-04-06;NJGKGQ OTRZXUSGPX;66,460;5,480;71,940
3548;3548;2004;4;2004-04-20;AFOPNE OHNHXNVLYA;111,330;9,180;120,510
3549;3549;2004;4;2004-04-11;ZHTLZW XVEIPMIIWW;326,900;26,970;353,870
3550;3550;2004;4;2004-04-13;ATXBSG FDAUVWROAX;121,160;10,000;131,160
3551;3551;2004;4;2004-04-30;VOPUOD LDZAXJJTID;87,240;7,200;94,440
3552;3552;2004;4;2004-04-25;IXNJMN IOTPUHGJLF;39,560;3,260;42,820
3553;3553;2004;4;2004-04-11;XWJFHV BWWEIGJOKJ;169,830;14,010;183,840
3554;3554;2004;4;2004-04-21;FOXLTS EBUSHRZQSJ;114,480;9,440;123,920
3555;3555;2004;4;2004-04-16;NITVYM WXUTZBAAJI;346,480;28,580;375,060
3556;3556;2004;4;2004-04-29;CFLZFK ZMUKAUCYPW;332,990;27,470;360,460
3557;3557;2004;4;2004-04-27;VSCHTJ JOUFMRJBKA;66,980;5,530;72,510
3558;3558;2004;4;2004-04-21;MTDCUB OQRZLPPSEO;384,480;31,720;416,200
3559;3559;2004;4;2004-04-23;ZKZHBS SOKTNMBMMC;286,980;23,680;310,660
3560;3560;2004;4;2004-04-27;UHQCZI PBEGMHYQIK;25,520;2,110;27,630
3561;3561;2004;4;2004-04-15;ECYBMV UFCNBZISAE;36,260;2,990;39,250
3562;3562;2004;4;2004-04-11;HTYHKW HFUSNVLPJJ;13,300;1,100;14,400
3563;3563;2004;4;2004-04-08;EFEVVB MHTYNWTSNX;136,380;11,250;147,630
3564;3564;2004;4;2004-04-05;SEMKSU KYVQIZQNES;148,710;12,270;160,980
3565;3565;2004;4;2004-04-06;FOEFQN ADMNDZALJL;316,810;26,140;342,950
3566;3566;2004;4;2004-04-28;VOGTCM XWMJSBYKQE;150,130;12,390;162,520
3567;3567;2004;4;2004-04-30;QOHWFB HKHPZHBWJK;301,000;24,830;325,830
3568;3568;2004;4;2004-04-13;KTSMVU LWFBPNHENE;98,920;8,160;107,080
3569;3569;2004;4;2004-04-10;IDMMMF GEWFLIFPGW;253,210;20,890;274,100
3570;3570;2004;4;2004-04-17;PGZLTC RPLHFPYMAF;32,720;2,700;35,420
3571;3571;2004;4;2004-04-20;PWGIGQ DYVDYQSGIS;5,390;0,440;5,830
3572;3572;2004;4;2004-04-15;MLNHMQ JTPKCYRVCV;307,970;25,410;333,380
3573;3573;2004;4;2004-04-03;JYMWKA ALPTEPJDXR;36,610;3,020;39,630
3574;3574;2004;4;2004-04-01;PXKPAT UROJRMZSVA;197,810;16,320;214,130
3575;3575;2004;4;2004-04-01;YJUUIP CWDHIHAEWZ;304,810;25,150;329,960
3576;3576;2004;4;2004-04-13;WDHQLS TYDBBHOACG;314,610;25,960;340,570
3577;3577;2004;4;2004-04-02;ASGCSX FHYTDLMUZM;370,370;30,560;400,930
3578;3578;2004;4;2004-04-30;OHLJTZ FSYQENZKEM;183,840;15,170;199,010
3579;3579;2004;4;2004-04-10;RAQTMF VELKQYBSVQ;349,200;28,810;378,010
3580;3580;2004;4;2004-04-29;DSBHMV SPVJQCLXHC;234,770;19,370;254,140
3581;3581;2004;4;2004-04-03;VEVRLF DSSPHZMYPE;267,120;22,040;289,160
3582;3582;2004;4;2004-04-18;HIXTRK HSJVMJXKHT;301,470;24,870;326,340
3583;3583;2004;4;2004-04-20;HUMQWQ NSBGFLBJOT;153,590;12,670;166,260
3584;3584;2004;4;2004-04-14;ZIMKQK NXOKETMYIV;129,830;10,710;140,540
3585;3585;2004;4;2004-04-25;ZCSAGC LQXSIGYTLW;312,440;25,780;338,220
3586;3586;2004;4;2004-04-30;LIRBJQ AXHDHJCFFS;317,180;26,170;343,350
3587;3587;2004;4;2004-04-09;QGJSVA GCKKLECGDI;45,270;3,730;49,000
3588;3588;2004;4;2004-04-13;EQNBDX GVRWRECWSH;242,640;20,020;262,660
3589;3589;2004;4;2004-04-25;IIGRBQ OUCWDXMWAB;258,830;21,350;280,180
3590;3590;2004;4;2004-04-16;ZYZKCV OZWIKLTONH;268,220;22,130;290,350
3591;3591;2004;4;2004-04-12;HZYYVB XPFUYAVWWD;216,650;17,870;234,520
3592;3592;2004;4;2004-04-28;JXTLCK VMKIBBAOBO;36,470;3,010;39,480
3593;3593;2004;4;2004-04-05;SXCBCN EJUHIKMVXC;302,930;24,990;327,920
3594;3594;2004;4;2004-04-12;DLNZAD WUDYWTLLZN;366,130;30,210;396,340
3595;3595;2004;4;2004-04-01;CDUUQY JYMSJCXGTT;162,080;13,370;175,450
3596;3596;2004;4;2004-04-18;SBXBYK IUTPTWRUAP;214,270;17,680;231,950
3597;3597;2004;4;2004-04-13;MVWYUD JMEUBIXGNE;336,550;27,770;364,320
3598;3598;2004;4;2004-04-09;TAMSAV JDFNLNBYGP;204,790;16,900;221,690
3599;3599;2004;4;2004-04-13;JBDRIP RGJWPACZHU;397,050;32,760;429,810
3600;3600;2004;4;2004-04-02;OYYHLZ HMYONZTMWE;177,600;14,650;192,250
3601;3601;2004;4;2004-04-23;NQQFDC BVGXBEOIWQ;206,770;17,060;223,830
3602;3602;2004;4;2004-04-08;RCEZEF CMCAKJCNJN;266,000;21,950;287,940
3603;3603;2004;4;2004-04-23;PAREOI OZLLDOECPP;173,190;14,290;187,480
3604;3604;2004;4;2004-04-12;TOUXCM EHKDAEZHAR;363,210;29,960;393,170
3605;3605;2004;4;2004-04-15;EAUGFP OEKQRRQTIJ;176,820;14,590;191,410
3606;3606;2004;4;2004-04-23;XNTJQU MMGAOIKYQV;260,730;21,510;282,240
3607;3607;2004;4;2004-04-08;LDCWAZ XZOAHITYNQ;50,500;4,170;54,670
3608;3608;2004;4;2004-04-24;FWPGMT VSRFOIGLQX;70,830;5,840;76,670
3609;3609;2004;4;2004-04-25;DTAUVK MZVUDZDJIB;53,490;4,410;57,900
3610;3610;2004;4;2004-04-15;MKEXMQ YSALJXXNKG;233,970;19,300;253,270
3611;3611;2004;4;2004-04-11;QGMLWF HTAUGHQQZF;382,580;31,560;414,140
3612;3612;2004;4;2004-04-02;CQVHRL BZNQKKDBZD;257,810;21,270;279,080
3613;3613;2004;4;2004-04-04;AJNFZP ZCJQFNZIPH;104,860;8,650;113,510
3614;3614;2004;4;2004-04-29;IMNMFN OPZEJBNDYX;315,480;26,030;341,510
3615;3615;2004;4;2004-04-21;ZXKGBH ZWGRYBNTIM;291,600;24,060;315,660
3616;3616;2004;4;2004-04-30;ATFUEI XAGPNUTVIP;107,310;8,850;116,160
3617;3617;2004;4;2004-04-06;HOSOXT KZUUMZMUDA;112,100;9,250;121,350
3618;3618;2004;4;2004-04-03;LBRAXD DCSVWAFVUI;217,660;17,960;235,620
3619;3619;2004;4;2004-04-09;HPLWPK WCGMHWWNYK;242,130;19,980;262,110
3620;3620;2004;4;2004-04-28;ZBJOVQ NUQMEXAPCO;2,840;0,230;3,070
3621;3621;2004;4;2004-04-30;WLOHGD KNAYHPRABK;254,120;20,960;275,080
3622;3622;2004;4;2004-04-26;DSBNQE PMKNINRGAM;44,900;3,700;48,600
3623;3623;2004;4;2004-04-30;DSFBDI GEGPUJPVHQ;3,380;0,280;3,660
3624;3624;2004;4;2004-04-09;VAPACH MLGGFCDBGK;358,370;29,570;387,940
3625;3625;2004;4;2004-04-17;QCMVAN NEMAUVWFQK;183,250;15,120;198,370
3626;3626;2004;4;2004-04-04;QOJAIU UEBJESXEQY;314,960;25,980;340,940
3627;3627;2004;4;2004-04-22;CVDNUZ ODDRYZITCU;321,900;26,560;348,460
3628;3628;2004;4;2004-04-18;OAYNJE ARFGYNBTTY;36,450;3,010;39,460
3629;3629;2004;4;2004-04-07;OPVKRW BISRXBGWSR;115,000;9,490;124,490
3630;3630;2004;4;2004-04-03;XDFNUW ZCASDZOWRF;383,250;31,620;414,870
3631;3631;2004;4;2004-04-29;GVLSML DGCAPEALVJ;294,580;24,300;318,880
3632;3632;2004;4;2004-04-27;VLBZVN VICNQBRTQM;9,650;0,800;10,450
3633;3633;2004;4;2004-04-17;ZFOLII JCDTQPYMJM;215,240;17,760;233,000
3634;3634;2004;4;2004-04-20;PZHZSK NRHZLFYKZY;100,230;8,270;108,500
3635;3635;2004;4;2004-04-25;IAAIZA LUCTIGEBDL;110,450;9,110;119,560
3636;3636;2004;4;2004-04-28;FYKNIU IZYRWUDEHB;242,900;20,040;262,940
3637;3637;2004;4;2004-04-11;IFTSZN UCBMMTYVWS;199,540;16,460;216,000
3638;3638;2004;4;2004-04-22;VAYJCD MJMEAVUIIH;264,400;21,810;286,210
3639;3639;2004;4;2004-04-18;QSAGJF MRZQWENKFJ;155,820;12,860;168,680
3640;3640;2004;4;2004-04-01;NDHEPC FXMEWECLKL;373,110;30,780;403,890
3641;3641;2004;4;2004-04-04;WVBPKI IVCGNMYGMJ;64,450;5,320;69,770
3642;3642;2004;4;2004-04-03;BBVXPE UJPHONBWYX;180,490;14,890;195,380
3643;3643;2004;4;2004-04-25;JJGYMS NUGMKENIRQ;105,610;8,710;114,320
3644;3644;2004;4;2004-04-29;ACOLMQ LDZPXXVJWA;118,170;9,750;127,920
3645;3645;2004;4;2004-04-03;BKZFXN FCDLGVYFDL;9,080;0,750;9,830
3646;3646;2004;4;2004-04-29;OQGOIB ULUGPZPBPJ;252,230;20,810;273,040
3647;3647;2004;4;2004-04-04;TIZTCA WBOXKSXQBF;265,930;21,940;287,870
3648;3648;2004;4;2004-04-22;OZUGAD LDVPDWIGTX;61,890;5,110;67,000
3649;3649;2004;4;2004-04-27;MVZHAX FELOYAMGZF;285,530;23,560;309,090
3650;3650;2004;4;2004-04-20;ZZIXDP FGKPKMOSHI;244,150;20,140;264,290
3651;3651;2004;4;2004-04-04;UWIFEU OWKXIRCQPN;323,860;26,720;350,580
3652;3652;2004;4;2004-04-15;KDNGCI VGKRRMZORP;97,900;8,080;105,980
3653;3653;2004;4;2004-04-13;DJHMUH CXZVXWIGVU;96,060;7,920;103,980
3654;3654;2004;4;2004-04-23;NKBRBR MSTSUDJDLV;39,670;3,270;42,940
3655;3655;2004;4;2004-04-12;XRRQFB IMQYEHCRNR;249,940;20,620;270,560
3656;3656;2004;4;2004-04-25;QLDIMB FFETAKSAOW;259,560;21,410;280,970
3657;3657;2004;4;2004-04-30;KGLVWM ALTQUPEPLZ;387,710;31,990;419,700
3658;3658;2004;4;2004-04-03;EYJDVD WJIVQJCACN;61,910;5,110;67,020
3659;3659;2004;4;2004-04-15;TBIFRT PGHCQGTQCL;156,060;12,870;168,930
3660;3660;2004;4;2004-04-07;FTKGWA GBNJBZXKJO;144,180;11,890;156,070
3661;3661;2004;4;2004-04-08;HNPCWT IGWTHXHABY;353,150;29,130;382,280
3662;3662;2004;4;2004-04-17;RFPIHS XMVZNYSBWO;360,470;29,740;390,210
3663;3663;2004;4;2004-04-10;KJUUFA KQJMYTTEZS;364,540;30,070;394,610
3664;3664;2004;4;2004-04-25;LEPHAG MSVUVGJXKJ;357,780;29,520;387,300
3665;3665;2004;4;2004-04-04;VFMBQU HGYADLMITO;226,130;18,660;244,790
3666;3666;2004;4;2004-04-27;MZAVTY ARJEQNNONA;329,640;27,200;356,840
3667;3667;2004;4;2004-04-20;DZRQNC ANJVRHQSFQ;343,880;28,370;372,250
3668;3668;2004;4;2004-04-07;GWTHKH CGOFPKGPQT;258,090;21,290;279,380
3669;3669;2004;4;2004-04-28;IFTWQH JGTXLTJPMA;134,580;11,100;145,680
3670;3670;2004;4;2004-04-02;RKQSPG RSHTHQLPQW;198,800;16,400;215,200
3671;3671;2004;4;2004-04-18;MFJWTV VHQQJECIUQ;76,410;6,300;82,710
3672;3672;2004;4;2004-04-21;OAATDJ AMZCZHXARA;35,290;2,910;38,200
3673;3673;2004;4;2004-04-18;SARBXN FDZVNCIMGU;273,450;22,560;296,010
3674;3674;2004;4;2004-04-06;EKMUZS JSREGZTSHB;325,590;26,860;352,450
3675;3675;2004;4;2004-04-27;KSHMZM JMDZZWYCLT;230,160;18,990;249,150
3676;3676;2004;4;2004-04-05;HASYAK TWKRRKYUPM;208,080;17,170;225,250
3677;3677;2004;4;2004-04-22;ZHMKTG DMSHDMSHSO;236,100;19,480;255,580
3678;3678;2004;4;2004-04-08;GYLKVX FSZZGPKZZL;108,830;8,980;117,810
3679;3679;2004;4;2004-04-16;FTLUUC NYSLVPYEQJ;43,330;3,570;46,900
3680;3680;2004;4;2004-04-09;LQQQRG NSPNAKBCPK;201,300;16,610;217,910
3681;3681;2004;4;2004-04-12;AWZBFI JTVXPTBMJW;393,990;32,500;426,490
3682;3682;2004;4;2004-04-04;JUCTUI FIDHGODQMG;157,070;12,960;170,030
3683;3683;2004;4;2004-04-20;OJPAXG VWCBYFKERD;23,210;1,910;25,120
3684;3684;2004;4;2004-04-03;GCFOXI GTEQPVPVYV;302,450;24,950;327,400
3685;3685;2004;4;2004-04-18;NLIVOZ WIXCSXDDYP;398,980;32,920;431,900
3686;3686;2004;4;2004-04-08;RKAHNX WNEDKJGDGK;76,280;6,290;82,570
3687;3687;2004;4;2004-04-20;JISRID RFSZKGFATE;151,630;12,510;164,140
3688;3688;2004;4;2004-04-22;XOLKYO IWRZMNJLMS;97,710;8,060;105,770
3689;3689;2004;4;2004-04-10;EOGSHP KLJLJRTLWB;36,540;3,010;39,550
3690;3690;2004;4;2004-04-01;YVTRMP ZGEAAAPJIA;273,230;22,540;295,770
3691;3691;2004;4;2004-04-05;QVIWFW OBQIKOGAHV;289,190;23,860;313,050
3692;3692;2004;4;2004-04-05;DBUGEV GSNEYHSZMJ;217,550;17,950;235,500
3693;3693;2004;4;2004-04-08;EOQKLV HQZQZJUGGX;45,220;3,730;48,950
3694;3694;2004;4;2004-04-30;NBKTSE OODTJNZKPZ;224,520;18,520;243,040
3695;3695;2004;4;2004-04-28;YKURXQ RUEMXGLWHZ;237,940;19,630;257,570
3696;3696;2004;4;2004-04-07;RDHUID IFPENEVYTZ;284,770;23,490;308,260
3697;3697;2004;4;2004-04-04;CDUUQY JYMSJCXGTT;281,660;23,240;304,900
3698;3698;2004;4;2004-04-16;IGJUJU WVDCZNLUFR;335,000;27,640;362,640
3699;3699;2004;4;2004-04-10;ESQUWJ OGOWQTFYKH;133,540;11,020;144,560
3700;3700;2004;4;2004-04-01;HSIVQM FCDCIYXIDM;77,880;6,430;84,310
3701;3701;2004;4;2004-04-12;VMUFOD XYIJEXOMCI;261,480;21,570;283,050
3702;3702;2004;4;2004-04-24;KCGCQS PZFCFCJSAG;268,950;22,190;291,140
3703;3703;2004;4;2004-04-30;NGJDSS RYSQRRKGJQ;147,010;12,130;159,140
3704;3704;2004;4;2004-04-12;XTNWAY TACDFMVCLT;159,450;13,150;172,600
3705;3705;2004;4;2004-04-20;SNRITA ATVPPEMHGY;355,960;29,370;385,330
3706;3706;2004;4;2004-04-10;THTQVG UWIBBNRRCV;107,380;8,860;116,240
3707;3707;2004;4;2004-04-30;LHTEIX KHKYHZZJXZ;365,510;30,150;395,660
3708;3708;2004;4;2004-04-15;KGEAMB ISLHJRXQRN;277,150;22,860;300,010
3709;3709;2004;4;2004-04-03;KJEBSV BKABWIOICP;157,900;13,030;170,930
3710;3710;2004;4;2004-04-20;KGISQZ IXDKAUUHCW;350,870;28,950;379,820
3711;3711;2004;4;2004-04-23;YEAYAX GJBCJNBUWO;258,640;21,340;279,980
3712;3712;2004;4;2004-04-18;JMFUCL MMMULWXGDF;329,960;27,220;357,180
3713;3713;2004;4;2004-04-16;NPMBVZ YIYRGVETOF;194,450;16,040;210,490
3714;3714;2004;4;2004-04-10;TYZXSD DRQJUIURDW;352,700;29,100;381,800
3715;3715;2004;4;2004-04-24;NXLRWA BVMAKTCJML;326,860;26,970;353,830
3716;3716;2004;4;2004-04-18;SOBRTB KPPOGPGRMH;255,020;21,040;276,060
3717;3717;2004;4;2004-04-22;APJZRQ ATQAEMSAPE;10,120;0,830;10,950
3718;3718;2004;4;2004-04-18;YSMMQC KYNRTHVBOY;351,490;29,000;380,490
3719;3719;2004;4;2004-04-11;GRBQAI WJZWGPOSRU;32,900;2,710;35,610
3720;3720;2004;4;2004-04-24;JHNRUN XSJRPWFTYP;343,090;28,300;371,390
3721;3721;2004;4;2004-04-05;TKMCJF LETUHASVRY;142,920;11,790;154,710
3722;3722;2004;4;2004-04-26;BDEJTX PMZEUTWEMS;91,630;7,560;99,190
3723;3723;2004;4;2004-04-23;SADZAF NIJDEXFSVA;167,490;13,820;181,310
3724;3724;2004;4;2004-04-28;EMUKYM ZBPDKURJAU;150,550;12,420;162,970
3725;3725;2004;4;2004-04-29;XJKGGQ ZETDBZXNXE;375,470;30,980;406,450
3726;3726;2004;4;2004-04-25;XSVXDK SYVKAHSQVT;351,060;28,960;380,020
3727;3727;2004;4;2004-04-06;AJGSGS SOMZUOTIQR;81,340;6,710;88,050
3728;3728;2004;4;2004-04-28;QLVTGD UULCZQBGBG;314,320;25,930;340,250
3729;3729;2004;4;2004-04-26;UGJTPE QUETKRGPMG;22,130;1,830;23,960
3730;3730;2004;4;2004-04-24;OCXXDL ULQNZPQZIM;40,810;3,370;44,180
3731;3731;2004;4;2004-04-29;BYLFFI YUFXEFCSGY;123,840;10,220;134,060
3732;3732;2004;4;2004-04-06;MBLVDL YBERUSUPIA;326,250;26,920;353,170
3733;3733;2004;4;2004-04-22;DUQTPF FEQTQCPAUF;193,800;15,990;209,790
3734;3734;2004;4;2004-04-03;YVEOSD NSROXMAAGN;77,840;6,420;84,260
3735;3735;2004;4;2004-04-14;SVYYWQ KVCWLPIYTG;116,100;9,580;125,680
3736;3736;2004;4;2004-04-17;YSVEJF OFHIZZFDTC;70,420;5,810;76,230
3737;3737;2004;4;2004-04-18;MTHHKK LKEJRZBKHV;268,980;22,190;291,170
3738;3738;2004;4;2004-04-11;OMKZAM DKAWFPLUST;155,790;12,850;168,640
3739;3739;2004;4;2004-04-27;AELMDE NCJIFRRBRZ;353,570;29,170;382,740
3740;3740;2004;4;2004-04-28;BBFOHB NCZMYQOAIM;19,890;1,640;21,530
3741;3741;2004;4;2004-04-10;BGCCCI EVBUGSOSQW;260,600;21,500;282,100
3742;3742;2004;4;2004-04-25;JJFSIA CRCNUWEQSK;169,730;14,000;183,730
3743;3743;2004;4;2004-04-30;VDFZPV DENDJBFLNP;230,540;19,020;249,560
3744;3744;2004;4;2004-04-28;RZUXVO EPDQBSVIJB;63,380;5,230;68,610
3745;3745;2004;4;2004-04-08;BQPNPO PVLKPHULXC;152,260;12,560;164,820
3746;3746;2004;4;2004-04-29;ZIFAHU WWDLNTHSCV;100,180;8,260;108,440
3747;3747;2004;4;2004-04-17;GDJTUH MFHEDZBQAZ;219,820;18,140;237,960
3748;3748;2004;4;2004-04-25;QJIBHO WDWADSZJMH;75,750;6,250;82,000
3749;3749;2004;4;2004-04-18;WHYBZW GTGSXCNISZ;65,950;5,440;71,390
3750;3750;2004;4;2004-04-21;ZXKGTP AIESSATTSC;60,950;5,030;65,980
3751;3751;2004;4;2004-04-18;LZBAEI ZISTJAOGNT;232,940;19,220;252,160
3752;3752;2004;4;2004-04-15;EGWJIO NRODNHSPUK;239,170;19,730;258,900
3753;3753;2004;4;2004-04-13;WEKMAR RYUGAXHFDT;335,640;27,690;363,330
3754;3754;2004;4;2004-04-11;NWVGFL XFIYTRXBKF;287,550;23,720;311,270
3755;3755;2004;4;2004-04-02;LPKFII KPUYYIVMAP;395,410;32,620;428,030
3756;3756;2004;4;2004-04-30;YMJFUX ASGSAUMZFU;37,000;3,050;40,050
3757;3757;2004;4;2004-04-28;XKGLKC SOGHKPPEWW;10,290;0,850;11,140
3758;3758;2004;4;2004-04-16;RPDRBU HRGYBQPPDU;120,940;9,980;130,920
3759;3759;2004;4;2004-04-13;XFHLCI QEMGRZMWVT;258,230;21,300;279,530
3760;3760;2004;4;2004-04-08;QEMLJH GNPEAHUJLH;302,970;25,000;327,970
3761;3761;2004;4;2004-04-17;OGEHKV UFKNQXYBHD;88,520;7,300;95,820
3762;3762;2004;4;2004-04-07;LNUCQV WXCROOPWKC;192,910;15,920;208,830
3763;3763;2004;4;2004-04-16;OFADMS DYPOBIPRKU;18,110;1,490;19,600
3764;3764;2004;4;2004-04-17;ATXBSG FDAUVWROAX;146,890;12,120;159,010
3765;3765;2004;4;2004-04-30;ZLAQZQ FNJFOVMREH;275,600;22,740;298,340
3766;3766;2004;4;2004-04-06;CQEAZB QILDMORZTO;107,090;8,830;115,920
3767;3767;2004;4;2004-04-11;VRJXGA OGLEWEILLQ;105,620;8,710;114,330
3768;3768;2004;4;2004-04-14;EQNBDX GVRWRECWSH;282,760;23,330;306,090
3769;3769;2004;4;2004-04-09;HWSBMH GLBTOSJHKJ;128,860;10,630;139,490
3770;3770;2004;4;2004-04-18;NOZPLL FDZBYFWJWI;142,100;11,720;153,820
3771;3771;2004;4;2004-04-14;NYATOL QUVNWQGFGO;274,540;22,650;297,190
3772;3772;2004;4;2004-04-26;KJKWVM MKCLBONUAP;221,990;18,310;240,300
3773;3773;2004;4;2004-04-25;NPERVS ZKRYUCVOKO;3,700;0,310;4,010
3774;3774;2004;4;2004-04-22;BBREQT HWBPNNBMVH;173,030;14,270;187,300
3775;3775;2004;4;2004-04-27;ZGUEUW XYTXEIIYPK;11,890;0,980;12,870
3776;3776;2004;4;2004-04-06;RXJTRB NYNCWYQHLX;147,710;12,190;159,900
3777;3777;2004;4;2004-04-02;XHAQOB ILFWUMIXEJ;333,160;27,490;360,650
3778;3778;2004;4;2004-04-01;AYNLEY LXRDQQMAGE;310,230;25,590;335,820
3779;3779;2004;4;2004-04-11;UXHLTA ZWMBXXKHVV;291,770;24,070;315,840
3780;3780;2004;4;2004-04-15;GIOBBB KDHFYKLWEA;3,120;0,260;3,380
